,customerid,surname,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,age_group,estimatedsalary_group,saving,saving_group,creditscore_group,numofproducts_scale,age_scale,creditscore_scale,estimatedsalary_scale,balance_scale,gender_scale,geography_germany,geography_spain,saving_group_below 50k,saving_group_50k - 100k,saving_group_100k - 150k,saving_group_150k - 200k,saving_group_above 200k,creditscore_group_650 - 700,creditscore_group_above 700,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,salary_group_5k - 10k,salary_group_10k - 20k,salary_group_20k - 50k,salary_group_50k - 100k,salary_group_100k - 150k,salary_group_150k - 200k,numofproducts_2,numofproducts_3,numofproducts_4,no_churn_proba,churn_proba,predicted
333,15702669,Faulkner,117028.6,2,1,2,1,0,663,germany,male,44,144680.18,32-44,100k - 150k,1,100k - 150k,650 - 700,0.3333333333333333,0.35135135135135137,0.626,0.723412085854199,0.46643878397001753,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9407758,0.05922417,0
334,15728669,Knowles,112013.81,1,0,8,0,1,584,germany,female,30,177772.03,24-31,150k - 200k,1,100k - 150k,below 650,0.0,0.16216216216216217,0.46799999999999986,0.8888871387217478,0.4464514257561706,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.69970477,0.3002952,0
335,15742668,Day,108269.37,1,0,6,0,0,626,spain,female,37,5597.94,32-44,5k - 10k,1,100k - 150k,below 650,0.0,0.25675675675675674,0.5519999999999999,0.027934467741669324,0.4315272786652143,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.831282,0.16871797,0
336,15697441,Hsueh,182123.79,1,0,7,0,1,485,france,male,29,116828.51,24-31,100k - 150k,1,150k - 200k,below 650,0.0,0.14864864864864863,0.2699999999999999,0.5841404354115818,0.7258875107419113,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.87900984,0.120990135,0
337,15740476,Tsao,150923.74,2,1,3,1,0,659,germany,female,32,174652.51,32-44,150k - 200k,1,150k - 200k,650 - 700,0.3333333333333333,0.1891891891891892,0.618,0.8732880490086803,0.6015340332004919,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.89883214,0.101167835,0
338,15648064,Kennedy,0.0,2,0,2,0,0,649,france,male,33,2010.98,32-44,below 5k,0,no saving,below 650,0.3333333333333333,0.2027027027027027,0.598,0.009997954804683847,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9686772,0.03132275,0
339,15636624,Nwabugwu,165272.13,1,0,5,0,1,805,spain,female,39,14109.85,32-44,10k - 20k,1,150k - 200k,above 700,0.0,0.2837837837837838,0.91,0.07049808256688513,0.6587221528868554,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.7068672,0.29313278,0
340,15807923,Young,115301.31,1,0,10,0,1,716,germany,female,39,43527.4,32-44,20k - 50k,1,100k - 150k,above 700,0.0,0.2837837837837838,0.7319999999999999,0.2175998807886153,0.4595543553161366,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.46086526,0.53913474,1
341,15745844,Kerr,129502.49,2,1,6,1,1,642,germany,female,40,86099.23,32-44,50k - 100k,1,100k - 150k,below 650,0.3333333333333333,0.2972972972972973,0.584,0.4304793607789544,0.5161557427559533,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.8853593,0.11464069,0
342,15786170,Tien,118342.26,1,0,4,0,0,659,france,male,31,161574.19,24-31,150k - 200k,1,100k - 150k,650 - 700,0.0,0.1756756756756757,0.618,0.8078902035144356,0.47167461498013,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9155433,0.08445669,0
343,15681081,Marrero,0.0,2,1,5,1,0,545,spain,female,47,38970.14,45-60,20k - 50k,0,no saving,below 650,0.3333333333333333,0.39189189189189194,0.39,0.19481140448912868,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.9118067,0.08819328,0
344,15684484,White,0.0,2,0,8,0,0,543,france,male,22,127587.22,21-23,100k - 150k,0,no saving,below 650,0.3333333333333333,0.05405405405405406,0.386,0.6379391231862642,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.96939373,0.03060626,0
345,15785869,Pisano,0.0,2,0,7,0,0,718,france,female,25,30380.12,24-31,20k - 50k,0,no saving,above 700,0.3333333333333333,0.09459459459459457,0.7359999999999999,0.15185720236282563,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.96317244,0.03682759,0
346,15763859,Brown,0.0,2,0,7,0,0,840,france,female,43,90908.95,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.3378378378378379,0.9799999999999999,0.45453025763960453,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9465012,0.053498793,0
347,15658935,Freeman,106937.05,2,0,9,0,0,630,germany,female,34,138275.01,32-44,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.21621621621621623,0.5599999999999999,0.6913831770934125,0.4262170748290671,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.8812778,0.11872219,0
348,15747358,Russell,170331.37,1,1,3,1,0,643,germany,male,59,32171.79,45-60,20k - 50k,1,150k - 200k,below 650,0.0,0.5540540540540542,0.586,0.16081640796696084,0.6788866746653991,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.49480247,0.5051975,1
349,15735203,Seleznyov,114510.85,1,1,1,1,0,654,germany,female,32,126143.23,32-44,100k - 150k,1,100k - 150k,650 - 700,0.0,0.1891891891891892,0.608,0.6307184836151852,0.45640383312603144,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5815942,0.4184058,0
350,15576256,Yusupova,0.0,2,1,5,1,0,582,france,male,39,129892.93,32-44,100k - 150k,0,no saving,below 650,0.3333333333333333,0.2837837837837838,0.46399999999999986,0.6494687742679425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.97727174,0.022728262,0
351,15659420,Foley,107594.11,2,1,3,1,0,659,spain,male,32,102416.84,32-44,100k - 150k,1,100k - 150k,650 - 700,0.3333333333333333,0.1891891891891892,0.618,0.5120752031819038,0.4288359070409823,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.94149107,0.058508944,0
352,15593365,Shih,81273.13,1,1,2,1,0,762,spain,male,39,18719.67,32-44,10k - 20k,1,50k - 100k,above 700,0.0,0.2837837837837838,0.824,0.09354938396616876,0.32392885095299057,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.91319823,0.086801745,0
353,15777352,Ikedinachukwu,169399.6,1,0,7,0,0,568,spain,female,32,61936.22,32-44,50k - 100k,1,150k - 200k,below 650,0.0,0.1891891891891892,0.43600000000000005,0.3096527718397107,0.6751729357525201,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.7082314,0.2917686,0
354,15812007,Power,0.0,2,1,6,1,0,670,spain,male,25,78358.94,24-31,50k - 100k,0,no saving,650 - 700,0.3333333333333333,0.09459459459459457,0.64,0.3917742144374788,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.97800124,0.021998784,0
355,15625461,Amos,187841.99,2,1,1,1,0,613,france,female,45,147224.27,45-60,100k - 150k,1,150k - 200k,below 650,0.3333333333333333,0.36486486486486486,0.5259999999999999,0.7361337507731988,0.7486784375281614,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.6711825,0.32881746,0
356,15739438,Reed,0.0,2,0,0,0,0,539,france,male,30,160979.66,24-31,150k - 200k,0,no saving,below 650,0.3333333333333333,0.16216216216216217,0.378,0.8049172695992467,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9627412,0.037258778,0
357,15611759,Simmons,126776.3,2,1,8,1,0,850,spain,female,57,132298.49,45-60,100k - 150k,1,100k - 150k,above 700,0.3333333333333333,0.527027027027027,0.9999999999999999,0.6614977230325495,0.5052900163568405,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.6906011,0.3093989,0
358,15661629,Ricci,126436.29,1,0,9,0,1,522,spain,male,34,174248.52,32-44,150k - 200k,1,100k - 150k,below 650,0.0,0.21621621621621623,0.344,0.871267906085031,0.5039348446215752,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.85763705,0.14236297,0
359,15633950,Yen,101960.74,1,1,1,1,0,737,france,male,41,123547.28,32-44,100k - 150k,1,100k - 150k,above 700,0.0,0.3108108108108108,0.7739999999999999,0.6177374939306703,0.40638308565840425,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9266313,0.07336874,0
360,15592386,Campbell,0.0,2,1,3,1,0,520,france,male,58,32790.02,45-60,20k - 50k,0,no saving,below 650,0.3333333333333333,0.5405405405405406,0.33999999999999997,0.16390785319998055,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.9545242,0.045475792,0
361,15803716,West,0.0,2,1,3,1,0,706,spain,male,28,181543.67,24-31,150k - 200k,0,no saving,above 700,0.3333333333333333,0.13513513513513514,0.7119999999999999,0.9077471398518558,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9774107,0.022589317,0
362,15696674,Robinson,150842.93,1,1,2,1,1,643,germany,female,45,2319.96,45-60,below 5k,1,150k - 200k,below 650,0.0,0.36486486486486486,0.586,0.011543002356725066,0.6012119502384414,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.46544284,0.53455716,1
363,15706365,Bianchi,102535.57,1,1,9,1,0,648,france,female,50,189543.19,45-60,150k - 200k,1,100k - 150k,below 650,0.0,0.4324324324324324,0.596,0.9477485599874788,0.4086741752398355,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.60662854,0.3933715,0
364,15745088,Chen,99027.61,2,0,9,0,0,443,germany,female,29,10940.4,24-31,10k - 20k,1,50k - 100k,below 650,0.3333333333333333,0.14864864864864863,0.18599999999999994,0.05464931900996544,0.3946925622271577,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.93800676,0.061993256,0
365,15676715,Madukaego,0.0,2,1,9,1,0,640,france,male,68,199493.38,above 60,150k - 200k,0,no saving,below 650,0.3333333333333333,0.6756756756756757,0.58,0.9975042616569882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.97265,0.02735001,0
366,15613085,Ibrahimova,0.0,1,1,3,1,0,628,spain,female,33,188193.25,32-44,150k - 200k,0,no saving,below 650,0.0,0.2027027027027027,0.5559999999999999,0.940998215329564,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.77663577,0.22336423,0
367,15633537,Nolan,87271.41,2,0,9,0,0,540,germany,female,42,172572.64,32-44,150k - 200k,1,50k - 100k,below 650,0.3333333333333333,0.3243243243243243,0.38,0.8628877057759016,0.3478360875525199,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8831266,0.1168734,0
368,15594720,Scott,102742.91,2,1,8,1,0,460,germany,female,35,189339.6,32-44,150k - 200k,1,100k - 150k,below 650,0.3333333333333333,0.22972972972972977,0.21999999999999997,0.9467305127639689,0.4095005665447673,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8843746,0.11562541,0
369,15684042,Blair,40105.51,2,1,2,1,0,636,germany,male,34,53512.16,32-44,50k - 100k,1,below 50k,below 650,0.3333333333333333,0.21621621621621623,0.572,0.26752844896687633,0.15984780912441385,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9398215,0.060178503,0
370,15583303,Monaldo,152265.43,1,0,2,0,0,593,france,female,29,34004.44,24-31,20k - 50k,1,150k - 200k,below 650,0.0,0.14864864864864863,0.4859999999999999,0.16998053314091496,0.6068815828769363,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.8533917,0.14660831,0
371,15611579,Sutherland,141947.67,1,1,4,1,0,801,spain,male,42,10598.29,32-44,10k - 20k,1,100k - 150k,above 700,0.0,0.3243243243243243,0.902,0.05293860563683832,0.5657582726118003,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.93229765,0.06770234,0
372,15774696,Cole,106307.91,2,1,1,1,0,640,germany,female,75,113428.77,above 60,100k - 150k,1,100k - 150k,below 650,0.3333333333333333,0.7702702702702704,0.58,0.5671401118806846,0.42370952285846425,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.88559306,0.11440693,0
373,15694506,Briggs,107884.81,2,1,0,1,0,611,germany,male,31,183487.98,24-31,150k - 200k,1,100k - 150k,below 650,0.3333333333333333,0.1756756756756757,0.5219999999999999,0.9174696183485522,0.4299945447970529,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.8803294,0.11967065,0
374,15688074,Gregory,125013.72,1,1,1,1,0,802,germany,male,31,187658.09,24-31,150k - 200k,1,100k - 150k,above 700,0.0,0.1756756756756757,0.904,0.9383221597662575,0.49826493298534086,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.8721887,0.12781128,0
375,15759537,Bianchi,58469.37,2,1,7,1,0,717,germany,male,35,172459.39,32-44,150k - 200k,1,50k - 100k,above 700,0.3333333333333333,0.22972972972972977,0.7339999999999999,0.8623214016938617,0.23304031529295424,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.94016457,0.059835453,0
376,15758449,Angelo,0.0,1,1,8,1,0,769,france,female,39,21016.0,32-44,20k - 50k,0,no saving,above 700,0.0,0.2837837837837838,0.838,0.10503213056846927,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.85098016,0.14901982,0
377,15583456,Gardiner,117231.63,3,1,10,1,1,745,germany,male,45,122381.02,45-60,100k - 150k,1,100k - 150k,above 700,0.6666666666666667,0.36486486486486486,0.7899999999999999,0.6119056369883323,0.4672479969855491,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.08339614,0.91660386,1
378,15667871,Kerr,152390.26,1,0,4,0,0,572,spain,male,35,128123.66,32-44,100k - 150k,1,150k - 200k,below 650,0.0,0.22972972972972977,0.44400000000000006,0.640621579360829,0.6073791155604255,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.82657444,0.17342559,0
379,15677371,Ko,34013.63,1,0,2,0,0,629,spain,female,30,19570.63,24-31,10k - 20k,1,below 50k,below 650,0.0,0.16216216216216217,0.5579999999999999,0.09780459033837731,0.13556751269011255,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.58856094,0.4114391,0
380,15629677,Distefano,0.0,3,0,2,0,1,687,spain,female,39,188150.6,32-44,150k - 200k,0,no saving,650 - 700,0.6666666666666667,0.2837837837837838,0.674,0.9407849449622439,0.0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.28843862,0.7115614,1
381,15713578,Farrell,0.0,2,1,9,1,0,483,france,female,50,111020.24,45-60,100k - 150k,0,no saving,below 650,0.3333333333333333,0.4324324324324324,0.2659999999999999,0.5550963116977672,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.90975165,0.090248376,0
382,15591509,Milano,101583.11,2,0,7,0,0,690,france,male,36,123775.15,32-44,100k - 150k,1,100k - 150k,650 - 700,0.3333333333333333,0.24324324324324326,0.68,0.6188769527489875,0.4048779725664712,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9200009,0.07999907,0
383,15568240,Ting,77168.87,2,1,10,1,0,492,germany,female,30,146700.22,24-31,100k - 150k,1,50k - 100k,below 650,0.3333333333333333,0.16216216216216217,0.2839999999999999,0.7335132505154242,0.3075705757664397,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.943921,0.056078985,0
384,15622993,Boyd,124695.72,2,0,8,0,0,709,germany,male,28,145251.35,24-31,100k - 150k,1,100k - 150k,above 700,0.3333333333333333,0.13513513513513514,0.7179999999999999,0.7262682086139226,0.4969974861107951,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.9320336,0.067966424,0
385,15689294,Onyemaechi,105934.96,1,0,3,0,0,705,germany,male,44,82463.69,32-44,50k - 100k,1,100k - 150k,above 700,0.0,0.35135135135135137,0.7099999999999999,0.4122999246428034,0.42222306275826976,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.6014856,0.39851436,0
386,15720910,Black,0.0,1,1,9,1,0,560,france,female,66,15928.49,above 60,10k - 20k,0,no saving,below 650,0.0,0.6486486486486487,0.42000000000000004,0.0795921510504253,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.8593516,0.14064844,0
387,15721181,Oliver,0.0,2,0,6,0,0,611,spain,male,46,45886.33,45-60,20k - 50k,0,no saving,below 650,0.3333333333333333,0.37837837837837845,0.5219999999999999,0.22939565728527073,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.9300305,0.06996945,0
388,15776433,Greco,0.0,2,1,2,1,0,730,spain,male,62,186489.95,above 60,150k - 200k,0,no saving,above 700,0.3333333333333333,0.5945945945945947,0.7599999999999999,0.932480901926134,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.9716709,0.028329054,0
389,15748936,Whitehead,0.0,2,1,2,1,0,709,spain,female,45,162922.65,45-60,150k - 200k,0,no saving,above 700,0.3333333333333333,0.36486486486486486,0.7179999999999999,0.8146331474655829,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.9080895,0.09191047,0
390,15717225,Ikemefuna,161525.96,2,0,10,0,0,544,france,female,21,9262.77,21-23,5k - 10k,1,150k - 200k,below 650,0.3333333333333333,0.040540540540540515,0.388,0.046260367865131116,0.643791110566047,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8945787,0.105421275,0
391,15685226,Morrison,147199.07,1,1,7,1,0,712,germany,female,29,84932.4,24-31,50k - 100k,1,100k - 150k,above 700,0.0,0.14864864864864863,0.7239999999999999,0.42464465356441533,0.5866886830425853,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7750615,0.22493854,0
392,15785611,Onyeoruru,183102.29,1,1,3,1,0,752,germany,male,38,71557.12,32-44,50k - 100k,1,150k - 200k,above 700,0.0,0.27027027027027034,0.8039999999999999,0.35776186625822765,0.7297875005744365,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8797107,0.120289356,0
393,15573456,Cunningham,127209.0,2,0,9,0,1,648,spain,male,46,77405.95,45-60,50k - 100k,1,100k - 150k,below 650,0.3333333333333333,0.37837837837837845,0.596,0.38700880934129206,0.5070146209562616,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.5194596,0.48054042,0
394,15684548,Demidov,0.0,2,0,8,0,1,556,spain,male,38,417.41,32-44,below 5k,0,no saving,below 650,0.3333333333333333,0.27027027027027034,0.41200000000000003,0.0020293438023331225,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9686772,0.03132275,0
395,15620505,Celis,97378.54,1,1,0,1,0,594,spain,female,24,71405.17,24-31,50k - 100k,1,50k - 100k,below 650,0.0,0.08108108108108109,0.4879999999999999,0.35700204369517285,0.388119893618959,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9251287,0.074871324,0
396,15807432,Cheng,136925.09,2,1,2,1,0,645,germany,female,37,153400.24,32-44,150k - 200k,1,100k - 150k,below 650,0.3333333333333333,0.25675675675675674,0.59,0.7670165500805326,0.5457398659352091,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.89758223,0.102417745,0
397,15584766,Knight,54503.55,1,1,3,1,0,557,france,male,33,371.05,32-44,below 5k,1,50k - 100k,below 650,0.0,0.2027027027027027,0.41400000000000003,0.001797521663318847,0.2172338179218503,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.90306264,0.09693736,0
398,15612187,Morin,155726.85,1,0,8,0,0,547,germany,male,32,67789.99,32-44,50k - 100k,1,150k - 200k,below 650,0.0,0.1891891891891892,0.394,0.3389244172818504,0.6206777022495469,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8159109,0.18408912,0
399,15762218,Mills,0.0,2,1,9,1,0,701,france,female,39,145894.9,32-44,100k - 150k,0,no saving,above 700,0.3333333333333333,0.2837837837837838,0.7020000000000001,0.729486265938397,0.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9529505,0.04704955,0
400,15646372,Outhwaite,135842.41,1,0,1,0,1,616,france,female,66,183840.51,above 60,150k - 200k,1,100k - 150k,below 650,0.0,0.6486486486486487,0.5319999999999999,0.9192324366977046,0.5414246477524003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.14181352,0.8581865,1
401,15690452,Tung,63349.75,1,0,1,0,0,605,france,male,52,108887.44,45-60,100k - 150k,1,50k - 100k,below 650,0.0,0.4594594594594595,0.5099999999999999,0.5444312931884995,0.2524919579897958,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4095871,0.5904129,1
402,15747795,Pai,129499.42,1,1,4,1,0,593,germany,female,38,154071.27,32-44,150k - 200k,1,100k - 150k,below 650,0.0,0.27027027027027034,0.4859999999999999,0.7703720205279603,0.5161435067122273,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.6026012,0.3973988,0
403,15781589,Carpenter,0.0,2,1,8,1,0,751,spain,male,52,179291.85,45-60,150k - 200k,0,no saving,above 700,0.3333333333333333,0.4594594594594595,0.8019999999999999,0.8964869645051102,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.95489883,0.045101162,0
404,15732674,Fennell,70438.01,2,1,6,1,0,443,spain,male,36,56937.43,32-44,50k - 100k,1,50k - 100k,below 650,0.3333333333333333,0.24324324324324326,0.18599999999999994,0.28465643468951285,0.28074350825070055,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9221847,0.077815294,0
405,15642291,Fontaine,0.0,2,1,8,1,0,685,france,male,23,112239.03,21-23,100k - 150k,0,no saving,650 - 700,0.3333333333333333,0.0675675675675676,0.67,0.5611908437255757,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.98001456,0.019985432,0
406,15692761,Pratt,0.0,1,0,9,0,0,718,france,male,36,45909.87,32-44,20k - 50k,0,no saving,above 700,0.0,0.24324324324324326,0.7359999999999999,0.2295133685266943,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75626373,0.2437363,0
407,15578045,Mitchell,141434.04,1,0,9,0,1,538,spain,female,49,173779.25,45-60,150k - 200k,1,100k - 150k,below 650,0.0,0.4189189189189189,0.376,0.8689213319872047,0.5637111067684892,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.383887,0.616113,1
408,15745354,Franklin,0.0,2,0,4,0,0,611,spain,female,37,125696.26,32-44,100k - 150k,0,no saving,below 650,0.3333333333333333,0.25675675675675674,0.5219999999999999,0.6284834201666258,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.9465012,0.053498793,0
409,15701376,K'ung,152958.29,2,1,10,1,0,668,germany,male,37,159585.61,32-44,150k - 200k,1,150k - 200k,650 - 700,0.3333333333333333,0.25675675675675674,0.636,0.7979463538767951,0.6096431025042878,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9462088,0.053791218,0
410,15691625,Ko,138306.34,1,0,3,0,0,537,germany,female,41,106761.47,32-44,100k - 150k,1,100k - 150k,below 650,0.0,0.3108108108108108,0.374,0.5338004279408683,0.5512450891913925,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5256077,0.47439227,0
411,15566594,McKenzie,0.0,2,0,10,0,0,709,spain,male,23,129590.18,21-23,100k - 150k,0,no saving,above 700,0.3333333333333333,0.0675675675675676,0.7179999999999999,0.6479548796910104,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.96990305,0.030096935,0
412,15760431,Pino,0.0,2,1,1,1,0,850,france,male,38,80006.65,32-44,50k - 100k,0,no saving,above 700,0.3333333333333333,0.27027027027027034,0.9999999999999999,0.40001355129414856,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9721581,0.027841931,0
413,15686302,Fisk,124328.84,1,1,3,1,0,745,spain,female,31,140451.52,24-31,100k - 150k,1,100k - 150k,above 700,0.0,0.1756756756756757,0.7899999999999999,0.7022667664761983,0.49553521910031284,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.8879874,0.112012655,0
414,15801559,Chiang,181461.48,3,1,9,1,1,693,germany,female,41,187929.43,32-44,150k - 200k,1,150k - 200k,650 - 700,0.6666666666666667,0.3108108108108108,0.686,0.9396789893434822,0.7232477536995201,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.17347413,0.82652587,1
415,15810432,Moseley,0.0,2,0,8,0,0,795,spain,male,35,167155.36,32-44,150k - 200k,0,no saving,above 700,0.3333333333333333,0.22972972972972977,0.89,0.8357987187776431,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.96846163,0.031538375,0
